ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1093,18.471707,77.372656,9.2,-76.5,6.89,3.71,Pozitivno,Ne
1094,18.46732,77.399664,9.0,-17.1,6.35,3.28,Negativno,Ne
1095,18.482091,77.387683,2.9,-11.8,6.78,4.14,Negativno,Ne
1096,18.475616,77.383939,3.7,-60.6,6.0,0.19,Negativno,Ne
1097,18.482393,77.369143,2.8,-72.1,7.55,2.91,Negativno,Ne
1098,18.477479,77.402012,11.2,-61.7,6.56,5.46,Negativno,Ne
1099,18.471117,77.397172,9.0,-18.8,7.52,8.526213876965043,Pozitivno,Da
1100,18.4859,77.372975,0.9,-45.8,7.37,4.59,Pozitivno,Ne
1101,18.487751,77.403565,7.0,-53.7,7.03,5.24,Negativno,Ne
1102,18.470048,77.395677,14.5,-19.3,6.59,8.226213876965042,Pozitivno,Da
1103,18.470634,77.388599,3.3,-58.5,7.19,3.79,Negativno,Ne
1104,18.464692,77.3871,1.2,-40.6,7.22,0.48,Negativno,Ne
1105,18.474517,77.379547,5.1,-47.8,7.22,0.79,Negativno,Ne
1106,18.465699,77.379265,2.2,-49.6,6.39,3.47,Negativno,Ne
1107,18.473633,77.382826,13.2,-39.4,7.11,4.75,Negativno,Ne
1108,18.484869,77.386455,3.7,-79.6,6.89,1.89,Pozitivno,Ne
1109,18.470901,77.389368,10.5,-36.5,6.5,5.22,Negativno,Ne
1110,18.492949,77.394448,2.9,-88.4,7.41,4.61,Negativno,Ne
1111,18.483913,77.390829,5.7,-15.7,7.11,8.347775553032347,Pozitivno,Da
1112,18.466275,77.389448,5.8,-17.4,6.36,0.76,Negativno,Ne
1113,18.48533,77.383858,12.9,-53.8,7.37,1.64,Negativno,Ne
1114,18.470764,77.388043,9.3,-10.9,7.14,3.85,Negativno,Ne
1115,18.4812,77.389459,2.3,-40.6,6.9,1.22,Negativno,Ne
1116,18.479614,77.365535,3.1,-44.4,7.25,5.96,Negativno,Ne
1117,18.464331,77.380943,2.5,-40.6,6.31,3.96,Negativno,Da
1118,18.477963,77.392357,1.0,-73.2,7.15,4.38,Negativno,Ne
1119,18.470241,77.377888,9.0,-30.5,6.93,4.93,Negativno,Da
1120,18.471818,77.388166,8.8,-50.0,7.92,4.4,Negativno,Ne
1121,18.469649,77.403428,13.2,-7.9,7.25,6.793531053577125,Pozitivno,Da
1122,18.487193,77.389455,12.0,-42.3,7.07,0.72,Negativno,Ne
1123,18.476485,77.387824,13.2,-39.9,7.75,5.39,Negativno,Ne
1124,18.477618,77.383096,1.9,-43.5,7.23,5.91,Negativno,Ne
1125,18.479319,77.396325,11.3,-59.7,6.9,4.77,Negativno,Ne
1126,18.453432,77.38586,1.6,-45.5,7.26,1.95,Negativno,Ne
1127,18.487239,77.384169,6.0,-58.1,6.95,5.57,Pozitivno,Ne
1128,18.487434,77.413577,0.4,-35.0,7.14,0.51,Negativno,Ne
1129,18.474518,77.375703,8.3,-60.5,7.14,3.01,Negativno,Ne
1130,18.499187,77.368,5.1,-33.1,7.56,0.41,Negativno,Ne
1131,18.486916,77.395742,1.2,-61.9,7.59,5.83,Negativno,Ne
1132,18.472513,77.395281,14.6,-18.2,6.51,7.586213876965044,Pozitivno,Da
1133,18.482311,77.384692,12.7,-43.7,7.18,4.57,Negativno,Ne
1134,18.493631,77.392873,7.9,-64.2,7.35,3.1,Negativno,Ne
1135,18.484187,77.383094,7.8,-44.4,6.9,5.34,Negativno,Ne
1136,18.48027,77.411313,6.9,-63.0,5.83,2.54,Negativno,Ne
1137,18.482237,77.397965,1.8,-54.2,7.37,5.68,Negativno,Ne
1138,18.481274,77.391647,12.2,-5.6,6.99,9.747775553032348,Pozitivno,Da
1139,18.485472,77.396084,4.8,-79.6,7.76,5.55,Negativno,Ne
1140,18.502767,77.384591,9.0,-39.3,7.28,0.15,Negativno,Ne
1141,18.491147,77.386806,4.5,-42.0,6.5,3.94,Negativno,Da
1142,18.505221,77.382304,0.3,-31.9,6.44,3.69,Negativno,Ne
1143,18.479758,77.37599,0.6,-23.6,6.57,3.5,Negativno,Ne
1144,18.490138,77.389076,6.7,-46.2,7.17,4.25,Negativno,Ne
1145,18.486601,77.390599,11.0,-54.1,6.77,0.86,Negativno,Da
1146,18.462048,77.38642,1.8,-28.7,6.68,4.67,Negativno,Da
1147,18.473885,77.383456,9.8,-36.6,7.13,2.95,Negativno,Ne
1148,18.486813,77.390812,13.0,-41.2,6.88,2.15,Negativno,Ne
1150,18.486684,77.384484,10.8,-47.7,7.13,3.61,Negativno,Ne
1151,18.4996,77.381828,1.0,-81.5,6.98,0.35,Negativno,Ne
1152,18.478881,77.391498,12.6,-53.7,6.6,4.22,Negativno,Ne
1153,18.471821,77.393071,4.7,-68.9,6.96,4.89,Negativno,Ne
1154,18.481189,77.400507,11.1,-94.4,5.86,4.13,Negativno,Ne
1155,18.4735,77.386602,1.3,-47.2,6.56,0.67,Negativno,Ne
1156,18.461716,77.404722,1.9,-57.0,7.03,3.98,Negativno,Ne
1157,18.475621,77.378812,9.5,-47.8,7.35,3.54,Negativno,Ne
1158,18.455687,77.386627,11.4,-42.8,7.37,3.94,Negativno,Ne
1159,18.479562,77.388129,0.8,-57.2,7.53,3.9,Negativno,Ne
1160,18.470795,77.394517,10.5,-32.1,6.43,2.96,Negativno,Ne
1161,18.473548,77.385218,8.1,-30.6,7.34,4.38,Negativno,Ne
1162,18.470881,77.399645,11.5,-48.7,7.11,3.39,Negativno,Ne
1163,18.480692,77.393587,3.4,-32.7,6.36,0.54,Negativno,Ne
1164,18.487974,77.390761,12.7,-52.6,7.14,4.55,Negativno,Ne
1165,18.494266,77.38672,5.4,-59.3,6.18,1.57,Negativno,Ne
1166,18.466981,77.392687,7.3,-57.7,6.66,1.98,Negativno,Ne
1167,18.463663,77.401824,13.0,-48.3,6.53,0.72,Negativno,Ne
1168,18.481828,77.392962,10.6,-15.7,6.08,7.027775553032347,Pozitivno,Da
1169,18.47394,77.392584,7.0,-52.2,6.7,4.01,Negativno,Ne
1170,18.474905,77.390097,1.8,-26.0,6.56,1.37,Negativno,Ne
1171,18.475477,77.396203,6.8,-36.6,7.14,5.11,Negativno,Ne
1172,18.482212,77.384519,4.2,-40.4,6.47,4.34,Negativno,Ne
1173,18.470457,77.380895,3.4,-46.2,7.06,0.15,Negativno,Ne
1174,18.475952,77.388548,14.0,-42.3,7.03,3.47,Negativno,Ne
1175,18.486232,77.383686,4.4,-52.3,6.98,5.21,Negativno,Ne
1176,18.485985,77.399144,6.9,-11.5,7.11,5.89,Negativno,Ne
1177,18.486745,77.407665,0.1,-42.2,8.42,4.92,Negativno,Ne
1178,18.477109,77.38855,1.5,-64.4,5.87,0.24,Negativno,Ne
1179,18.481786,77.385604,3.7,-49.1,6.95,5.62,Negativno,Da
1180,18.469029,77.393298,8.6,-55.9,6.75,2.42,Negativno,Ne
1181,18.476347,77.376529,0.5,-38.8,6.4,3.57,Negativno,Ne
1182,18.494167,77.384688,7.4,-53.2,6.92,0.54,Negativno,Ne
1183,18.495349,77.393848,11.6,-51.8,7.4,1.71,Negativno,Da
1184,18.472451,77.392224,5.1,-47.1,6.43,3.99,Negativno,Ne
1185,18.485348,77.397773,5.4,-27.7,6.86,0.85,Negativno,Ne
1186,18.4834,77.372114,5.5,-31.7,7.28,1.6,Negativno,Ne
1187,18.481964,77.365696,0.2,-68.7,7.55,4.07,Negativno,Ne
1188,18.467634,77.389099,4.2,-58.1,7.99,3.05,Negativno,Ne
1189,18.491574,77.384023,7.1,-30.5,6.58,0.99,Negativno,Ne
1190,18.482334,77.398911,10.2,-71.4,6.59,4.24,Pozitivno,Ne
1191,18.497115,77.377328,4.8,-74.3,6.03,5.26,Negativno,Ne
1192,18.490187,77.391538,2.0,-65.4,6.33,2.05,Negativno,Ne
1193,18.474687,77.393411,13.2,-79.8,6.21,4.87,Negativno,Ne
1194,18.48848,77.383339,7.9,-45.0,5.77,3.41,Negativno,Ne
1195,18.498478,77.40182,12.7,-46.5,6.3,2.96,Negativno,Ne
1196,18.494259,77.379412,8.5,-37.0,7.03,4.22,Negativno,Da
1197,18.482967,77.378899,14.5,-17.6,7.0,3.94,Negativno,Ne
1198,18.479284,77.383178,8.8,-63.8,7.08,0.95,Pozitivno,Ne
1199,18.467083,77.386557,14.7,-37.0,6.59,3.51,Pozitivno,Ne
1200,18.480621,77.403744,6.6,-49.0,7.08,1.12,Negativno,Ne
1201,18.464526,77.376662,12.1,-63.7,7.13,4.93,Negativno,Ne
1202,18.458561,77.375953,6.8,-57.0,6.93,2.12,Negativno,Da
1203,18.49443,77.406889,10.7,-52.0,6.07,1.71,Negativno,Ne
1204,18.469143,77.379214,6.8,-54.6,7.37,3.41,Negativno,Ne
1205,18.491732,77.395613,14.0,-25.8,6.73,3.39,Negativno,Ne
1206,18.484234,77.392733,5.7,-52.2,6.33,2.67,Pozitivno,Ne
1207,18.467775,77.381085,14.4,-41.7,7.05,0.29,Negativno,Ne
1208,18.487868,77.399576,0.5,-58.7,7.49,2.9,Negativno,Ne
1209,18.476852,77.39162,2.5,-75.3,7.36,4.29,Negativno,Ne
1210,18.481163,77.394993,9.2,-27.7,7.05,5.22,Negativno,Ne
1211,18.486302,77.389477,8.5,-50.4,7.11,4.13,Negativno,Ne
1212,18.483098,77.383971,2.0,-45.3,6.77,1.0,Negativno,Ne
1213,18.481962,77.390032,12.4,-14.8,7.74,3.9177755530323473,Pozitivno,Da
1214,18.478988,77.379378,5.2,-54.3,7.43,0.24,Negativno,Ne
1215,18.489577,77.389076,0.4,-65.7,5.95,0.25,Negativno,Da
1216,18.483417,77.396117,3.1,-49.4,6.99,5.45,Negativno,Ne
1217,18.482698,77.386726,5.6,-51.6,6.74,1.55,Negativno,Ne
1218,18.473671,77.392624,8.4,-56.4,7.56,2.44,Negativno,Da
1219,18.479649,77.382475,9.2,-51.9,7.69,3.42,Negativno,Ne
1220,18.485399,77.401006,2.7,-35.7,6.79,5.65,Negativno,Ne
1221,18.497536,77.39621,13.3,-52.4,6.85,4.38,Negativno,Ne
1222,18.495976,77.381711,1.0,-38.5,7.16,0.18,Negativno,Ne
1223,18.477408,77.400718,9.7,-58.4,6.61,2.88,Negativno,Ne
1224,18.464551,77.377686,4.9,-55.0,6.81,1.34,Pozitivno,Ne
1225,18.457755,77.3861,12.4,-32.9,7.03,1.91,Negativno,Ne
1226,18.485105,77.400325,11.0,-44.8,7.21,0.42,Negativno,Ne
1227,18.458258,77.397089,7.2,-48.0,7.98,1.6,Negativno,Ne
1228,18.485093,77.384313,1.2,-52.5,6.95,5.71,Pozitivno,Ne
1229,18.469294,77.393397,11.8,-46.2,7.31,5.87,Pozitivno,Ne
1230,18.485357,77.383521,1.0,-84.3,7.12,3.08,Negativno,Ne
1231,18.487542,77.384375,8.9,-54.3,6.73,1.29,Negativno,Ne
1232,18.480706,77.412965,8.0,-21.1,7.28,3.85,Negativno,Ne
1233,18.481932,77.373567,12.9,-46.7,7.42,5.74,Negativno,Ne
1234,18.462058,77.406094,3.0,-41.1,6.92,0.7,Pozitivno,Ne
1235,18.476782,77.377043,14.2,-72.5,7.0,4.62,Negativno,Ne
1236,18.469507,77.385585,2.2,-32.1,6.82,4.48,Negativno,Ne
1237,18.493662,77.401819,1.1,-45.6,6.26,5.26,Negativno,Ne
1238,18.478348,77.376472,9.2,-64.4,6.7,4.02,Pozitivno,Ne
1239,18.462012,77.370167,8.7,-58.4,6.79,3.63,Negativno,Ne
1240,18.484619,77.371277,0.9,-40.9,7.19,1.54,Negativno,Ne
1241,18.476664,77.401644,10.3,-52.9,7.03,4.6,Negativno,Ne
1242,18.48768,77.392244,11.9,-62.2,7.59,3.77,Negativno,Ne
1243,18.484429,77.374299,8.2,-39.5,7.49,2.26,Negativno,Ne
1244,18.496565,77.403603,1.9,-56.1,6.85,5.63,Pozitivno,Ne
1245,18.486144,77.396849,12.9,-78.8,7.33,3.53,Negativno,Da
1246,18.496685,77.389563,11.0,-54.4,7.61,2.2,Negativno,Ne
1247,18.504614,77.381861,1.4,-51.3,6.24,1.39,Negativno,Ne
1248,18.481708,77.37528,3.5,-39.0,6.33,1.46,Pozitivno,Ne
1249,18.472925,77.394311,7.8,-55.3,6.69,4.6,Negativno,Ne
1250,18.478285,77.37867,0.2,-38.4,7.04,1.72,Negativno,Ne
1251,18.502274,77.393477,5.0,-54.6,6.54,0.29,Negativno,Ne
1252,18.488187,77.394721,14.2,-72.8,7.21,1.3,Negativno,Ne
1253,18.48226,77.387493,13.9,-45.4,7.13,1.48,Negativno,Ne
1254,18.472646,77.385742,7.6,-29.0,6.37,1.09,Negativno,Ne
1255,18.480896,77.382199,9.4,-61.0,7.53,3.88,Negativno,Ne
1256,18.465985,77.401076,9.6,-49.5,6.3,3.09,Negativno,Ne
1257,18.490404,77.395568,5.5,-45.1,6.06,1.61,Negativno,Da
1258,18.477505,77.394312,12.6,-39.3,7.18,2.09,Negativno,Ne
1259,18.470625,77.380844,1.2,-32.1,6.62,2.13,Negativno,Ne
1260,18.475294,77.390377,10.5,-51.3,5.43,2.52,Negativno,Ne
1261,18.491502,77.385706,1.5,-50.3,7.12,1.59,Negativno,Ne
1262,18.484349,77.398637,6.2,-53.6,7.26,3.52,Negativno,Ne
1263,18.467106,77.385026,3.3,-70.5,6.91,0.93,Negativno,Da
1264,18.498405,77.39943,10.8,-57.3,7.41,4.71,Negativno,Ne
1265,18.472472,77.390238,11.5,-36.1,7.59,4.41,Negativno,Ne
1266,18.495565,77.387104,3.7,-75.4,6.3,5.61,Negativno,Ne
1267,18.482827,77.385049,7.2,-60.7,7.18,3.1,Negativno,Ne
1268,18.485102,77.39242,8.5,-69.1,7.49,2.23,Negativno,Ne
1269,18.487304,77.380308,9.7,-49.8,6.85,5.96,Negativno,Ne
1270,18.469338,77.397519,1.6,-33.6,7.35,3.19,Negativno,Ne
1271,18.490785,77.387063,6.2,-64.7,7.14,1.97,Pozitivno,Ne
1272,18.485234,77.382882,10.0,-36.9,7.11,2.76,Negativno,Ne
1274,18.46737,77.399553,14.5,-55.5,8.02,0.17,Negativno,Ne
1275,18.490022,77.397748,11.9,-56.3,7.74,2.63,Negativno,Ne
1276,18.486342,77.389644,6.0,-35.3,7.17,0.25,Negativno,Ne
1277,18.484307,77.410596,6.3,-42.5,7.21,3.16,Negativno,Ne
1278,18.472339,77.386517,10.3,-33.4,6.7,1.92,Negativno,Ne
1279,18.489604,77.387856,7.0,-66.0,5.8,0.12,Negativno,Ne
1280,18.465869,77.388395,11.1,-42.3,7.86,4.52,Negativno,Ne
1281,18.481699,77.380999,10.5,-55.0,6.57,3.33,Negativno,Ne
1282,18.479926,77.393846,13.1,-57.1,7.29,1.23,Negativno,Ne
1283,18.485616,77.38395,4.1,-38.1,7.3,3.71,Negativno,Ne
1284,18.459861,77.385463,13.2,-67.8,6.69,2.59,Negativno,Ne
1285,18.485658,77.383422,3.2,-38.6,6.56,4.93,Negativno,Da
1286,18.474099,77.381381,5.7,-39.2,7.74,1.9,Negativno,Ne
1287,18.476291,77.389557,1.1,-82.6,6.57,2.76,Negativno,Ne
1288,18.468339,77.401076,9.7,-65.1,7.64,1.82,Negativno,Ne
1289,18.47028,77.407162,13.9,-51.1,7.21,3.87,Negativno,Ne
1290,18.477579,77.393737,1.8,-53.8,7.18,5.03,Negativno,Ne
1291,18.476455,77.382019,8.5,-42.8,6.77,1.4,Negativno,Ne
1292,18.477439,77.386952,5.7,-44.6,6.63,5.8,Negativno,Ne
1293,18.498094,77.384769,13.5,-78.3,7.24,0.67,Negativno,Ne
1294,18.47105,77.39389,3.0,-56.3,7.2,2.17,Negativno,Ne
1295,18.492375,77.391024,3.6,-52.8,7.5,2.32,Negativno,Ne
1296,18.47464,77.390533,5.9,-26.1,7.3,2.63,Negativno,Ne
1297,18.480063,77.393425,12.7,-47.9,6.81,2.19,Negativno,Ne
1298,18.47546,77.386782,3.3,-56.5,7.13,2.51,Negativno,Ne
1299,18.462345,77.385432,10.9,-69.1,7.69,0.17,Negativno,Ne
1300,18.478285,77.396712,3.5,-72.2,6.64,5.43,Negativno,Ne
1301,18.476512,77.410634,13.9,-57.4,6.92,0.57,Negativno,Ne
1302,18.478913,77.400715,1.4,-46.5,7.07,5.73,Negativno,Da
1303,18.485544,77.391664,13.3,-18.1,6.42,2.28,Negativno,Ne
1304,18.473015,77.386403,4.0,-53.1,7.23,1.11,Negativno,Ne
1305,18.486299,77.391136,12.5,-65.9,7.97,5.86,Negativno,Ne
1306,18.480606,77.378545,12.7,-69.4,7.21,5.48,Negativno,Ne
1307,18.482376,77.378155,9.3,-16.3,8.04,0.5,Negativno,Ne
1308,18.476355,77.398224,5.7,-59.5,6.93,2.84,Negativno,Ne
1309,18.485307,77.387044,1.2,-41.0,7.09,4.19,Negativno,Da
1310,18.483536,77.399722,14.2,-28.3,7.07,2.0,Negativno,Da
1311,18.482926,77.39151,12.8,-15.2,7.25,4.687775553032347,Pozitivno,Da
1312,18.457492,77.391471,10.0,-24.8,7.2,2.85,Negativno,Ne
1313,18.490388,77.381074,10.7,-67.3,6.84,1.71,Negativno,Ne
1314,18.475961,77.395357,7.4,-72.1,7.48,0.18,Negativno,Ne
1315,18.484756,77.381606,10.5,-49.0,6.91,2.95,Negativno,Ne
1316,18.473442,77.393867,10.8,-69.6,6.45,3.8,Pozitivno,Ne
1317,18.481321,77.381517,7.5,-32.0,6.78,1.71,Negativno,Ne
1318,18.47248,77.396426,5.4,-14.3,6.38,7.696213876965043,Pozitivno,Da
1319,18.486614,77.405899,2.5,-62.1,7.53,3.7,Negativno,Ne
1320,18.453197,77.403264,13.6,-42.8,7.3,2.72,Negativno,Ne
1321,18.456908,77.376137,4.8,-71.0,7.19,2.72,Negativno,Ne
1322,18.481467,77.388907,11.4,-54.2,7.27,5.1,Negativno,Ne
1323,18.480788,77.402029,6.7,-46.5,6.94,2.8,Negativno,Ne
1324,18.469357,77.394991,6.2,-61.7,6.42,5.63,Negativno,Ne
1325,18.473137,77.390534,4.9,-73.4,7.09,5.46,Negativno,Ne
1326,18.496361,77.38564,12.8,-50.2,6.58,4.65,Pozitivno,Ne
1327,18.481676,77.3844,14.9,-38.2,7.46,3.57,Pozitivno,Ne
1328,18.477281,77.383298,3.1,-44.7,7.59,1.11,Negativno,Ne
1329,18.462052,77.395611,7.4,-23.5,6.63,4.6,Negativno,Ne
1330,18.482003,77.39652,4.0,-59.1,6.25,4.76,Negativno,Ne
1331,18.468374,77.39101,6.7,-54.5,8.08,2.0,Negativno,Ne
1332,18.459389,77.38188,0.6,-64.0,6.86,0.36,Negativno,Ne
1333,18.482775,77.395187,13.0,-70.9,7.94,0.96,Negativno,Ne
1334,18.484316,77.389158,3.5,-57.0,6.97,4.64,Negativno,Ne
1335,18.478371,77.370354,12.1,-48.2,7.28,0.53,Negativno,Ne
1336,18.472204,77.395263,3.6,-13.7,7.36,5.356213876965043,Pozitivno,Da
1337,18.475536,77.379828,7.1,-62.6,6.68,1.12,Negativno,Ne
1338,18.484277,77.389205,13.2,-65.0,7.01,4.76,Negativno,Ne
1339,18.471542,77.3954,6.2,-12.2,7.06,6.676213876965043,Pozitivno,Da
1340,18.491179,77.401311,8.9,-56.2,5.82,2.27,Negativno,Ne
1341,18.471759,77.376685,4.8,-60.7,6.32,5.19,Negativno,Da
1342,18.48227,77.38403,8.4,-60.1,6.12,1.95,Negativno,Ne
1343,18.479287,77.382412,3.9,-35.4,6.14,1.76,Pozitivno,Ne
1344,18.471152,77.379105,4.1,-49.0,6.31,1.27,Negativno,Ne
1345,18.466114,77.391625,7.4,-50.2,7.26,1.03,Negativno,Ne
1346,18.469616,77.390437,3.4,-60.3,7.33,2.91,Negativno,Da
1347,18.480895,77.392385,11.6,-13.6,5.9,7.987775553032348,Pozitivno,Da
1348,18.467033,77.39488,3.8,-52.1,7.27,3.12,Pozitivno,Ne
1349,18.492821,77.391937,8.4,-66.6,7.71,1.43,Negativno,Ne
1350,18.482054,77.392854,0.4,-17.4,7.8,4.997775553032347,Pozitivno,Da
1351,18.475982,77.390705,12.1,-64.5,6.78,0.5,Negativno,Ne
1352,18.474094,77.380297,0.8,-58.5,7.64,0.47,Negativno,Ne
1353,18.469554,77.376334,13.0,-39.0,6.32,5.77,Pozitivno,Ne
1354,18.468729,77.389209,11.6,-61.1,7.1,3.31,Negativno,Ne
1355,18.462266,77.388468,8.0,-47.8,7.22,0.96,Pozitivno,Ne
1356,18.476251,77.379562,14.1,-48.6,7.35,2.84,Negativno,Ne
1357,18.50111,77.397471,14.6,-69.7,7.18,3.24,Negativno,Ne
1358,18.485693,77.391192,1.6,-52.8,6.97,2.07,Negativno,Ne
1359,18.464961,77.400553,6.7,-46.2,7.16,2.81,Negativno,Ne
1360,18.470789,77.396856,13.4,-7.4,7.28,8.326213876965044,Pozitivno,Da
1361,18.497826,77.384883,1.0,-53.4,7.66,1.59,Negativno,Ne
1362,18.482977,77.387904,10.6,-23.5,6.61,0.68,Negativno,Ne
1363,18.468756,77.389134,4.3,-56.9,6.38,3.8,Negativno,Ne
1364,18.480277,77.385527,11.2,-81.4,6.74,1.85,Negativno,Ne
1365,18.46416,77.373654,3.7,-46.9,7.44,4.41,Negativno,Ne
1366,18.51043,77.376229,2.4,-37.6,7.2,3.66,Negativno,Ne
1367,18.483284,77.380671,0.2,-46.1,7.02,0.98,Negativno,Ne
1368,18.473591,77.374571,12.3,-39.4,7.05,4.75,Negativno,Ne
1369,18.487912,77.414445,3.9,-46.3,7.88,3.79,Negativno,Ne
1370,18.481435,77.389917,3.7,-45.6,7.07,2.9,Negativno,Ne
1371,18.468004,77.381177,5.5,-61.4,6.94,5.37,Negativno,Ne
1372,18.478277,77.389166,11.8,-42.5,6.77,1.38,Negativno,Ne
1373,18.488539,77.412883,1.0,-49.7,7.27,5.94,Negativno,Ne
1374,18.48468,77.390403,13.5,-54.0,7.47,5.01,Negativno,Ne
1375,18.480339,77.40003,14.3,-62.5,7.04,2.33,Negativno,Da
1376,18.483664,77.411755,1.7,-55.9,7.55,2.08,Negativno,Da
1377,18.479679,77.399261,13.1,-54.1,7.09,2.34,Negativno,Da
1378,18.471588,77.370344,14.4,-74.1,6.92,2.92,Negativno,Ne
1379,18.488104,77.388992,9.8,-48.3,7.12,2.14,Negativno,Ne
1380,18.468264,77.384832,3.6,-10.9,7.07,0.17,Negativno,Ne
1381,18.474333,77.391805,0.4,-53.6,6.37,2.52,Negativno,Ne
1382,18.4753,77.395631,0.3,-51.4,7.43,5.94,Negativno,Ne
1383,18.485689,77.404596,3.2,-51.8,7.14,1.72,Negativno,Ne
1384,18.466832,77.385078,13.8,-60.0,6.53,1.43,Negativno,Ne
1385,18.487655,77.3762,13.6,-56.9,6.19,5.77,Negativno,Ne
1386,18.495649,77.383131,8.4,-60.7,7.12,1.2,Negativno,Ne
1387,18.488702,77.401786,4.7,-45.8,7.26,2.07,Negativno,Ne
1388,18.481674,77.391743,15.0,-13.2,7.37,4.867775553032347,Pozitivno,Da
1389,18.48798,77.390633,2.1,-51.8,6.63,1.31,Negativno,Ne
1390,18.479016,77.402434,6.9,-55.8,7.57,5.31,Negativno,Ne
1391,18.497787,77.37855,5.6,-27.5,6.45,3.73,Negativno,Ne
1392,18.480851,77.388875,0.8,-60.7,7.09,5.96,Negativno,Ne
1393,18.488757,77.385301,6.5,-41.3,7.45,5.97,Negativno,Ne
1394,18.477942,77.389842,6.3,-54.7,7.27,1.66,Negativno,Ne
1395,18.480816,77.377304,1.6,-54.4,6.86,0.19,Negativno,Ne
1396,18.477183,77.382752,10.4,-43.4,6.55,3.01,Pozitivno,Ne
1397,18.494071,77.393974,14.1,-65.8,6.53,1.7,Negativno,Ne
1398,18.472774,77.392297,3.0,-37.8,6.96,2.38,Negativno,Ne
1399,18.498691,77.397623,7.6,-31.4,6.87,4.96,Negativno,Ne
1400,18.472638,77.394395,13.6,-36.9,7.07,0.25,Negativno,Ne
1401,18.486581,77.378203,6.9,-9.0,7.16,1.01,Negativno,Ne
1402,18.476434,77.388584,1.3,-58.1,6.41,0.3,Negativno,Ne
1403,18.480309,77.393194,11.3,-68.7,6.61,1.33,Pozitivno,Ne
1404,18.49866,77.377377,6.9,-58.5,7.05,5.0,Negativno,Ne
1405,18.467142,77.378335,4.4,-57.2,7.24,2.87,Negativno,Ne
1406,18.466202,77.388248,6.6,-44.8,6.89,0.82,Negativno,Ne
1407,18.474944,77.385742,2.0,-43.8,7.43,3.31,Pozitivno,Ne
1408,18.484212,77.397987,9.4,-41.2,7.16,4.2,Negativno,Ne
1409,18.484073,77.38681,6.5,-32.4,5.62,1.31,Negativno,Ne
1410,18.476214,77.414262,12.7,-37.5,6.76,2.67,Negativno,Ne
1411,18.480291,77.402012,5.3,-66.4,7.08,0.74,Negativno,Ne
1412,18.472002,77.387363,10.4,-56.4,6.82,4.67,Negativno,Ne
1413,18.483246,77.382455,3.4,-49.5,6.44,3.9,Negativno,Ne
1414,18.482318,77.38479,13.6,-50.3,6.98,0.64,Negativno,Da
1415,18.474786,77.397006,5.4,-44.9,7.24,3.53,Negativno,Ne
1416,18.474024,77.374268,10.7,-44.6,6.77,3.15,Negativno,Ne
1417,18.490583,77.376822,4.2,-69.1,5.83,4.6,Negativno,Ne
1418,18.495102,77.390433,12.2,-40.9,6.43,4.85,Negativno,Ne
1419,18.476865,77.402217,4.8,-53.9,7.18,5.24,Negativno,Ne
1420,18.488918,77.405741,5.8,-59.1,6.37,0.19,Negativno,Ne
1421,18.471987,77.382999,10.0,-39.9,6.98,5.94,Negativno,Ne
1422,18.494078,77.390055,7.4,-43.4,6.19,1.41,Negativno,Ne
1423,18.472453,77.414829,5.1,-75.9,6.73,3.03,Negativno,Ne
1424,18.468212,77.378495,6.3,-32.3,6.2,1.28,Negativno,Ne
1425,18.469875,77.402559,11.5,-43.1,6.75,2.11,Negativno,Ne
1426,18.474138,77.386806,7.0,-49.8,6.45,5.13,Negativno,Ne
1427,18.49335,77.397754,4.4,-51.4,6.66,1.97,Negativno,Ne
1428,18.48697,77.392593,6.4,-51.5,6.98,4.18,Negativno,Ne
1429,18.493319,77.396137,1.6,-46.0,7.06,5.88,Negativno,Ne
1430,18.47392,77.379267,9.2,-31.4,7.04,2.28,Negativno,Ne
1431,18.470731,77.397579,2.6,-5.3,7.3,5.546213876965043,Pozitivno,Da
1432,18.467072,77.391161,5.5,-37.8,6.98,3.1,Negativno,Ne
1433,18.471137,77.374587,2.5,-55.5,6.56,5.66,Pozitivno,Ne
1434,18.464958,77.386168,2.6,-60.0,5.99,5.6,Pozitivno,Ne
1435,18.486558,77.38368,6.6,-68.4,7.18,0.16,Negativno,Ne
1436,18.460953,77.389735,0.9,-54.2,7.18,4.11,Negativno,Ne
1437,18.474534,77.382629,8.0,-66.4,6.65,0.84,Negativno,Ne
1438,18.472726,77.395439,1.6,-8.4,5.71,9.456213876965045,Pozitivno,Da
1439,18.458726,77.383252,9.7,-46.5,6.76,5.03,Pozitivno,Ne
1440,18.470831,77.393328,11.3,-36.5,6.51,1.39,Negativno,Ne
1441,18.483474,77.390927,4.2,-18.3,7.57,9.397775553032346,Pozitivno,Da
1442,18.473674,77.401066,1.2,-38.0,7.7,1.41,Negativno,Ne
1443,18.48506,77.369096,14.1,-20.1,8.14,4.0,Negativno,Ne
1444,18.481028,77.39827,10.0,-15.9,6.96,2.29,Negativno,Ne
1445,18.501865,77.398563,8.7,-64.7,6.28,4.72,Negativno,Ne
1446,18.476583,77.398868,14.1,-27.0,6.7,4.41,Negativno,Ne
1447,18.4765,77.385532,13.3,-41.3,7.97,3.53,Negativno,Ne
